"ClaimId","ClaimNumber","ClaimDispositionSequence","BusinessUnit","ClaimType","ProductIdentification1","ProductIdentification2","MaterialSource","Heat","ProductType","SteelFamily","SteelType","SteelGradeASTMAISI","Finish","MaterialGaugeOrDiameter","MaterialWidthOrLegLength","MaterialLength","CustomerNumber","FormatMinGaugeOrDiameter","FormatMinWidthOrLegLength","FormatMaxWidthOrLegLength","FormatMinWeight","FormatMaxWeight","OriginalShippedWeight","OriginalShipQuality","ClaimDispositionStatus","TotalWeightClaimed","CustomerClaimDefect","CustomerClaimDefectDesc","CustomerClaimDefectWeight","NASIdentifiedDefect","NASIdentifiedDefectDesc","NASIdentifiedDefectWeight","AreaofResponsibilityDefect","AreaofResponsibilityDefectDesc","AreaofResponsibilityDefectWeigh","CustomerDefectOrigin","CustomerDefectGroup","CustomerDefectGroupDesc","TotalReturnInventoryWeight","TotalScrapAtCustomerWeight","TotalSell3rdPartyWeight","TotalCustomerCreditWeight","LastInspectionLine","LastInspectionMachine"
67,67862,1,"F","T","02W92Y ","AA    ","F","W92Y  ","B","B",120,"304",22,"0.0345","60","0","3666591740069bed237968c8802716f3","0.034","0.038","60.125","10000","25000","31980","1A","C","1094","FF00","HOLE FROM COLD ROLLING                            ","1094",8,"Operation Defect                                  ",1094,"F045","Line 3650                                         ","1094","CM ","B50","Holes                    ","0","1094","0","0",4340,"     "
68,67871,1,"F","T","02W90D ","D     ","F","W90D  ","B","B",150,"304L          ",22,"0.1015","60","0","3666591740069bed237968c8802716f3","0.1","0.11","60.125","10000","20000","19370","1A","C","1330","FJ57","LINE SCRATCHES FROM FINISH LINES                  ","1330",8,"Operation Defect                                  ",1330,"F026","Line 4310                                         ","1330","CM ","D55","Scratches                ","0","1330","0","0",4310,"     "
69,67872,1,"F","T","03W75B ","AC    ","F","W75B  ","B","E",601,"201",43,"0.0345","25.8","0","679e19234b295ee432a3920c30fda6ac","0.0335","0.0375","25.8435","10000","19999","14360","1A","C","1406","FF42","ROUGH POLISH (MUST NOTE RA MEASUREMENT)           ","1406",1,"Defect Not Seen                                   ",1406,"F046","Line 3520                                         ","1406","CM ","C75","Poor Polish              ","1406","0","0","0",4320,"     "
70,67879,1,"F","T","05W76N ","      ","F","W76N  ","B","E",601,"201",43,"0.046","36","0","679e19234b295ee432a3920c30fda6ac","0.045","0.051","36.0625","9000","17999","18530","1A","C","840","FI48","EMULSION STAINS FROM SKP#2                        ","840",1,"Defect Not Seen                                   ",840,"F036","Line 4120                                         ","840","CM ","F12","Stains - SKP             ","840","0","0","0",4320,"     "
71,67884,1,"F","T","05W90Y ","C     ","F","W90Y  ","B","B",150,"304L          ",22,"0.1305","48","0","679e19234b295ee432a3920c30fda6ac","0.129","0.141","48.0625","15000","29000","10350","5A","C","2449","F947","Pits from Cold Rolling                            ","2449",8,"Operation Defect                                  ",2449,"F022","Line 3310                                         ","2449","CM ","C65","Pits                     ","0","0","2449","0",4310,"     "
72,67890,1,"F","T","04W99Y ","A     ","F","W99Y  ","B","B",120,"304",22,"0.069","61.2","0","3666591740069bed237968c8802716f3","0.067","0.071","62","30000","44000","34610","1A","C","1260","FF64","WORK ROLL CHATTER MARK FROM Z.M.                  ","1260",1,"Defect Not Seen                                   ",1260,"F024","Line 3620                                         ","1260","CM ","A71","Chatter - ZM             ","0","1260","0","0",4310,"     "
73,67890,2,"F","T","04W99Y ","A     ","F","W99Y  ","B","B",120,"304",22,"0.069","61.2","0","3666591740069bed237968c8802716f3","0.067","0.071","62","30000","44000","34610","1A","C","1547","F947","Pits from Cold Rolling                            ","1547",8,"Operation Defect                                  ",1547,"F022","Line 3310                                         ","1547","CM ","C65","Pits                     ","0","1547","0","0",4310,"     "
74,67893,1,"F","T","01W40P ","B     ","F","W40P  ","B","C",270,"316L          ",32,"0.0725","48","0","3666591740069bed237968c8802716f3","0","0","0","0","0","19440","1A","C","1820","FP45","MANDREL MARKS                                     ","1820",8,"Operation Defect                                  ",1820,"F049","Line 4340                                         ","1820","CM ","C05","Mandrel Marks            ","0","1820","0","0",4340,"     "
75,67895,1,"F","T","03W99Y ","B     ","F","W99Y  ","B","B",120,"304",22,"0.1015","60","0","3666591740069bed237968c8802716f3","0.1","0.11","60.125","10000","20000","29590","1A","C","2338","FH44","ACID STAINS                                       ","2338",8,"Operation Defect                                  ",2338,"F022","Line 3310                                         ","2338","CM ","F13","Stains - AP              ","865","1473","0","0",4310,"     "
76,67899,1,"F","T","02W80R ","B     ","F","W80R  ","B","B",120,"304",32,"0.1163","60","0","ad179b72434468ffac702ff96360b0aa","0.115","0.125","60.125","12000","36000","13270","1A","C","440","FF51","ROLLED DIGS FROM THE Z-MILL                       ","440",8,"Operation Defect                                  ",440,"F024","Line 3620                                         ","440","CM ","D85","Slip/ Digs               ","0","440","0","0",4340,"     "
77,67900,1,"F","T","02W80R ","A     ","F","W80R  ","B","B",120,"304",32,"0.1163","60","0","ad179b72434468ffac702ff96360b0aa","0.115","0.125","60.125","12000","36000","13300","1A","C","963","FH01","SCRATCHES FROM GP                                 ","963",8,"Operation Defect                                  ",963,"F046","Line 3520                                         ","963","CM ","D55","Scratches                ","0","963","0","0",4340,"     "
78,67901,1,"F","T","03X03E ","A     ","F","X03E  ","B","B",150,"304L          ",1,"0.247","60","0","8ea4309a84e315fffe6e862bb483b223","0.24","0.272","60.1875","17000","25000","13480","5A","C","830","FC51","SLIPS/DIGS HR WITH SCALE (NO LADDER/1 OR 2 FACES) ","830",8,"Operation Defect                                  ",830,"F011","Hot Mill                                          ","830","LC ","D90","Slips/ Digs - HM         ","0","830","0","0",4310,"     "
79,67902,1,"F","T","04W94A ","C     ","F","W94A  ","B","E",611,"201",32,"0.1875","60","0","ad179b72434468ffac702ff96360b0aa","0.18","0.194","60.1875","10000","20000","9330","1A","C","1248","FH04","STAINS FROM GP                                    ","1248",8,"Operation Defect                                  ",1248,"F046","Line 3520                                         ","1248","CM ","F11","Stains - GP              ","0","1248","0","0",4310,"     "
80,67905,1,"F","T","02W92F ","A     ","F","W92F  ","B","C",270,"316L          ",22,"0.1305","48","0","ad179b72434468ffac702ff96360b0aa","0.129","0.141","48.0625","8000","40000","10580","1A","C","888","FF68","NO SKIN PASS (GIVE REASON)                        ","888",8,"Operation Defect                                  ",888,"F036","Line 4120                                         ","888","CM ","F35","Without Skinpass         ","888","0","0","0",4310,"     "
81,67905,2,"F","T","02W92F ","A     ","F","W92F  ","B","C",270,"316L          ",22,"0.1305","48","0","ad179b72434468ffac702ff96360b0aa","0.129","0.141","48.0625","8000","40000","10580","1A","C","1134","FH50","WORK ROLL STOP FROM Z.M.                          ","1134",8,"Operation Defect                                  ",1134,"F024","Line 3620                                         ","1134","CM ","D10","Roll Mark                ","1134","0","0","0",4310,"     "
82,67907,1,"F","T","03W89W ","A     ","F","W89W  ","B","B",150,"304L          ",71,"0.046","36","0","b1620db2c3d5f936edd61cc21fd08a68","0.045","0.051","36.0625","10000","20000","10620","1B","C","838","FK02","Scratches from BAL                                ","838",8,"Operation Defect                                  ",838,"F063","Line 3410                                         ","838","BAL","D55","Scratches                ","0","838","0","0",3410,"     "
83,67910,1,"F","T","03W95X ","GD    ","F","W95X  ","P","B",150,"304L          ",1,"0.5","48","120","f4d960a7cf73d74ca7de072e7e15bb1b","0.49","0.53","48.375","1000","4550","840","5A","C","840","FC69","Scratches from Plate Line(State Source of Scratch)","840",8,"Operation Defect                                  ",840,"F038","Plate Shop                                        ","840","LC ","D60","Scratches - HM           ","0","840","0","0",2780,"     "
84,67911,1,"F","T","02W92X ","A     ","F","W92X  ","B","B",150,"304L          ",22,"0.1305","60","0","34edf37dafe27a88ce39644a1a91750a","0.129","0.141","60.125","18000","34000","16170","1A","C","1156","FF68","NO SKIN PASS (GIVE REASON)                        ","1156",8,"Operation Defect                                  ",1156,"F036","Line 4120                                         ","1156","CM ","F35","Without Skinpass         ","0","1156","0","0",4310,"     "
85,67914,1,"F","T","06W52W ","A     ","F","W52W  ","B","B",120,"304",22,"0.097","37.9","0","3666591740069bed237968c8802716f3","0.093","0.105","38","20000","44000","35270","1A","C","35270","FC23","LAMINATIONS TYPE C (CENTER)                       ","35270",1,"Defect Not Seen                                   ",35270,"F039","Melt Shop                                         ","35270","AC ","B85","Laminations              ","751","0","34519","0",4310,"     "
86,67916,1,"F","T","01W92E ","A     ","F","W92E  ","B","C",270,"316L          ",22,"0.182","48","0","679e19234b295ee432a3920c30fda6ac","0.18","0.194","48.25","15000","29000","26610","5A","C","2749","F909","Sticking paper                                    ","2749",8,"Operation Defect                                  ",2749,"F026","Line 4310                                         ","2749","CM ","D15","Rolled/ Sticking Paper   ","0","0","2749","0",4310,"     "
87,67924,1,"F","T","03W91F ","A     ","F","W91F  ","B","B",150,"304L          ",22,"0.187","48","0","ba0f7821036a4e935811085fe008b3dc","0.17","0.207","48.0625","10000","20000","18340","1A","C","1756","FJ57","LINE SCRATCHES FROM FINISH LINES                  ","1756",8,"Operation Defect                                  ",1756,"F026","Line 4310                                         ","1756","CM ","D55","Scratches                ","0","1756","0","0",4310,"     "
88,67926,1,"F","T","03W89X ","BA    ","F","W89X  ","B","B",127,"304",71,"0.018","31","0","679e19234b295ee432a3920c30fda6ac","0.017","0.019","31.031","10000","19999","17090","1A","C","710","FL02","LINE SCRATCHES FROM Z-MILL                        ","710",1,"Defect Not Seen                                   ",710,"F062","Line 3660                                         ","710","CM ","D55","Scratches                ","710","0","0","0",4320,"     "
89,67926,2,"F","T","03W89X ","BA    ","F","W89X  ","B","B",127,"304",71,"0.018","31","0","679e19234b295ee432a3920c30fda6ac","0.017","0.019","31.031","10000","19999","17090","1A","C","1700","FF57","EXFOLIATION (FAILS TAPE TEST)                     ","1700",2,"Wrong Standard                                    ",1700,"F063","Line 3410                                         ","1700","CM ","B33","Exfoliation              ","1700","0","0","0",4320,"     "
90,67928,1,"F","T","04W98B ","BA    ","F","W98B  ","B","B",127,"304",71,"0.018","31.019","0","679e19234b295ee432a3920c30fda6ac","0.017","0.019","31.031","10000","19999","16200","1A","C","640","FJ03","COOLING (QUENCHING) WRINKLES                      ","640",2,"Wrong Standard                                    ",640,"F063","Line 3410                                         ","640","CM ","F40","Wrinkles                 ","640","0","0","0",4320,"     "
91,67933,1,"F","T","03W93N ","C     ","F","W93N  ","B","E",601,"201",43,"0.0345","36.678","0","679e19234b295ee432a3920c30fda6ac","0.034","0.038","36.688","10000","19999","13720","1A","C","1840","FL41","ROLLED BUGS FROM ANNEALING AND PICKLING           ","1840",1,"Defect Not Seen                                   ",1840,"F027","Line 4320                                         ","1840","CM ","D20","Rolled Bugs              ","1840","0","0","0",4320,"     "
92,67935,1,"F","T","02X00X ","A     ","F","X00X  ","B","B",120,"304",22,"0.182","60","0","ad179b72434468ffac702ff96360b0aa","0.18","0.194","60.125","10000","36000","22420","1A","C","1137","FF51","ROLLED DIGS FROM THE Z-MILL                       ","1137",8,"Operation Defect                                  ",1137,"F024","Line 3620                                         ","1137","CM ","D85","Slip/ Digs               ","0","1137","0","0",4310,"     "
93,67936,1,"F","T","04W80X ","D     ","F","W80X  ","B","B",120,"304",22,"0.1305","60","0","ad179b72434468ffac702ff96360b0aa","0.129","0.141","60.125","25000","40000","19700","1A","C","3424","FH50","WORK ROLL STOP FROM Z.M.                          ","3424",8,"Operation Defect                                  ",3424,"F024","Line 3620                                         ","3424","CM ","D10","Roll Mark                ","2081","1343","0","0",4310,"     "
94,67937,1,"F","T","03W78B ","C     ","F","W78B  ","B","E",601,"201",22,"0.135","60","0","ad179b72434468ffac702ff96360b0aa","0.129","0.141","60.125","20000","40000","20340","1A","C","369","FJ02","SCRATCHES FROM COLD ANNEALING AND PICKLING        ","369",8,"Operation Defect                                  ",369,"F022","Line 3310                                         ","369","CM ","D55","Scratches                ","0","369","0","0",4310,"     "
95,67938,1,"F","T","02W74B ","D     ","F","W74B  ","B","C",270,"316L          ",22,"0.1305","60","0","ad179b72434468ffac702ff96360b0aa","0.129","0.141","60.125","8000","10000","15510","1D","C","486","FH48","Z-MILL PIMPLE TYPE D (11 ZM 1 & 2 - 7 ZM3)      ","486",8,"Operation Defect                                  ",486,"F045","Line 3650                                         ","486","CM ","D10","Roll Mark                ","0","486","0","0",4310,"     "
96,67940,1,"F","T","03W40V ","E     ","F","W40V  ","B","C",270,"316L          ",22,"0.138","48","0","ad179b72434468ffac702ff96360b0aa","0.129","0.141","48.0625","8000","40000","10930","1A","C","450","FH50","WORK ROLL STOP FROM Z.M.                          ","450",8,"Operation Defect                                  ",450,"F024","Line 3620                                         ","450","CM ","D10","Roll Mark                ","0","450","0","0",4310,"     "
